True_c,pyRho_C
7.224520883534454e-11,9.811463581684091e-24
1.6552201628345636e-11,1.6198122800543391e-22
3.1976458332488924e-11,9.37355707226762e-24
8.665786024331791e-11,1.247072246450801e-23
3.2496407836673335e-11,1.2519949937655842e-23
6.269164025926528e-11,1.9093594857391062e-23
1.3324959146227554e-11,1.6049543111506032e-22
6.99673089876304e-11,2.4606277611778693e-10
9.430242995652201e-11,1.0878586885221068e-23
7.360573063386991e-11,1.7952564703526478e-23
2.1276053716506903e-11,1.5019462937047735e-10
1.3738425182709348e-11,1.5687965200666401e-22
5.2990939735647864e-11,1.2469151306427266e-23
5.304941977100301e-11,2.202147619836666e-24
7.17413827636074e-11,1.6147952804164296e-22
5.383374412054365e-11,9.15200376879752e-24
4.415740151281689e-11,1.0053584097323888e-23
1.8686400677765894e-11,1.393655512369301e-22
8.707034268548715e-11,1.3712545653976424e-22
9.178706125884012e-11,1.0084632697077525e-23
1.7904222263259728e-11,1.963479100925407e-10
4.6429222626314734e-11,2.5811734564627615e-24
3.9182448711223635e-11,1.0131591569888274e-23
4.752980363165742e-11,9.494318550063583e-24
5.077210067284457e-11,1.5737550223602444e-22
9.493040498996491e-11,7.82659231619809e-23
1.4114623372785364e-11,1.1231442896176763e-23
3.107912884165659e-11,8.568732798425784e-24
5.214052558588914e-11,1.2525921524615084e-23
4.257972390369597e-11,2.373981326162237e-24
3.911004868097935e-11,9.697333945184586e-24
8.819927375507987e-11,1.5761552342983362e-22
4.197928442849085e-11,1.2804931151648938e-22
4.982826111117639e-11,1.2587485950536442e-23
4.57590408883143e-11,7.615561910731058e-24
2.5255737109565882e-11,1.5892770040051335e-22
9.389685460482007e-11,1.6495054040839248e-22
2.5719179262702585e-11,1.4973085286959927e-22
8.053908212162526e-11,1.6216790061739573e-22
8.006633638119386e-11,2.7652620318665116e-24
7.658874670114701e-11,1.1675591023523835e-23
6.593057392833565e-11,9.561989278502165e-23
5.7190882155008306e-11,1.5973991761046375e-22
2.02354308442138e-11,1.6084251735048696e-22
3.208412162573104e-11,7.727491514978256e-24
5.006862478991128e-11,9.532337450303939e-23
9.022283130131832e-11,8.841368602770458e-24
1.706417477913279e-11,9.966094122047912e-24
6.728483789645967e-11,8.360903040367353e-23
6.601027279508851e-11,1.2497164600582949e-23
4.428350124461175e-11,1.8704972012934627e-22
6.523887653369735e-11,2.1148429828226615e-24
5.7782714897775485e-11,4.4578702616834203e-23
7.107805906864497e-11,1.0894044102882771e-23
6.557391876014076e-11,1.4559965285491732e-23
3.6935026620383025e-11,1.651417502364326e-22
6.439173780097916e-11,6.688666340816207e-24
2.8942174350173697e-11,2.4328601174371506e-22
8.982292970930682e-11,1.1082412942322344e-23
3.931170677598597e-11,2.4113794613718387e-10
4.444659451131703e-11,1.1615379152252318e-23
7.685156092963562e-11,1.0437256693178113e-23
3.6019578768744e-11,1.2944860037899936e-23
6.68351922846339e-11,1.2530549117236445e-10
9.171349776506495e-11,8.660772565584203e-24
4.974104838882785e-11,1.0628069131971727e-22
3.2832211285234734e-11,1.245454184904492e-23
7.795213420989261e-11,1.1125291534706894e-23
1.0255943967748469e-11,1.5921347610105281e-22
1.142303014013159e-11,1.0428050605637252e-23
6.78055968822046e-11,1.9853085783317595e-10
7.894920597851144e-11,1.4180726581778344e-23
3.5551759140678294e-11,2.4216020843013655e-24
7.766842397179526e-11,1.6383801910491675e-22
5.2782078905233383e-11,1.654692714539844e-22
5.3938037152486165e-11,6.167590084255647e-25
4.509865114556813e-11,2.1515919517789036e-24
5.741130950797126e-11,2.0000096766808768e-25
8.621825924007003e-11,1.6053800151923456e-22
8.552995162707211e-11,1.7852951572114763e-23
5.7901035419329865e-11,9.897598234779572e-24
7.266055996394712e-11,3.0413505270693007e-10
5.65800247915282e-11,9.815818658264516e-24
5.822082622243404e-11,3.5130555813920442e-22
6.265210381387618e-11,2.094079650451135e-22
8.629016565426683e-11,2.588595128092268e-24
7.590470352716916e-11,1.2569594746514373e-23
6.637283423268926e-11,2.2428112240516263e-24
2.5355164471325584e-11,9.903169405090863e-24
5.1529323675273693e-11,1.250596228258863e-23
9.710169182108012e-11,9.735423548905379e-24
1.9446129660406043e-11,9.658388961215438e-24
7.248767843839097e-11,6.4355646813932226e-24
7.066990041315578e-11,1.2547669962999749e-23
8.653783409337539e-11,5.5164360502679225e-24
1.3611758639705321e-11,2.456528033568215e-24
4.059401270892357e-11,2.57349797427579e-24
6.928011383802181e-11,9.899257874614873e-24
8.170641167807087e-11,8.509341966609644e-24
8.260782408002914e-11,1.0124668494659582e-23
3.0392311672673686e-11,1.2578591660459883e-23
2.5235963226411138e-11,1.031953319266096e-23
4.8775423166497046e-11,1.897146132196902e-10
6.22970254292229e-11,1.2655542678703512e-23
7.43787137371857e-11,1.6684647633023306e-22
3.968272443226407e-11,3.8061745201207255e-23
7.777848667721626e-11,1.5223507743786283e-22
4.789507535730606e-11,9.904563076276712e-24
4.875175202789703e-11,1.3392474749812316e-23
8.451209313124068e-11,1.625134002114308e-22
8.779457599261725e-11,1.8458709028004656e-10
6.215861529288077e-11,7.830840807632538e-24
6.396023392129504e-11,1.7710083149103957e-10
2.3482313489249812e-11,2.3697483262100365e-23
4.0233053526733445e-11,8.333788584573182e-24
8.67321874322663e-11,8.699241878098951e-24
2.7052206300086302e-11,2.5710834296361356e-24
9.32269359188613e-11,2.564978391789949e-24
5.453465428136112e-11,7.360795932390964e-24
3.4887439970059956e-11,1.613088514242088e-22
9.039093869058215e-11,1.9430999577138447e-23
7.736696710156778e-11,9.678780382706929e-23
6.07103489346552e-11,2.7797048820842955e-10
3.994025590172211e-11,1.2632322918648574e-23
9.922705373011808e-11,2.2573043845624282e-24
4.1325051128148533e-11,2.3323722614624807e-10
9.204064540121257e-11,1.6065548353624025e-10
7.744862964628026e-11,6.5021436286399185e-24
5.504556337175382e-11,8.283974645707227e-11
7.071537127575927e-11,2.610622683148466e-10
3.966971070310218e-11,1.2461377609064265e-23
4.185987839039119e-11,2.4603119990266635e-22
8.605466893745107e-11,1.2544954159025996e-23
8.917644416394787e-11,1.6516169397125582e-22
5.834852904746375e-11,1.594259248917126e-22
8.182603965763272e-11,1.6093475739307751e-22
9.431504693216821e-11,1.3575638171409223e-22
2.655609737519881e-11,1.2549575324736273e-23
6.779724393940857e-11,1.6120669504039107e-22
7.121816057712551e-11,1.2576886536222685e-23
4.8524568667428815e-11,1.1700529709195054e-22
6.150529717719104e-11,1.1568989941930283e-22
9.170634427226189e-11,1.19182409118396e-10
9.034874457469502e-11,8.520839864504844e-24
5.735867550567959e-11,9.50639306678621e-24
5.915823703024014e-11,1.608968522664229e-22
4.772259745815329e-11,1.2540092274985224e-23
8.593958558831025e-11,1.4812228928109658e-22
6.482412552307438e-11,2.439781997125618e-24
7.303586217000481e-11,1.727736352089549e-22
5.965738148437149e-11,7.996819627571368e-23
2.435001718626009e-11,1.5867977968122777e-10
2.601585898426526e-11,8.639093355160664e-24
9.544771048565379e-11,1.247628420799019e-23
8.558653608155611e-11,9.50325911585167e-24
5.0381664667343316e-11,1.6339143123333062e-22
6.126210731492714e-11,9.499467244005093e-24
3.69746158942056e-11,1.2470513914948571e-23
1.1569422353972803e-11,7.711546825050373e-25
2.3837256063962734e-11,1.001148756515005e-23
2.1931146003560946e-11,2.000012126663192e-25
9.029695523865526e-11,2.4438364919367232e-24
2.7330536631093535e-11,6.819746590927029e-24
9.945129936352129e-11,1.2257926645496284e-10
7.809799773988612e-11,2.1970777901386104e-10
8.815238674283712e-11,1.0553694050507909e-23
6.598051637807235e-11,1.2540271081914096e-23
6.949696278355835e-11,1.625887060526162e-22
2.745468189326411e-11,1.1136288070656002e-23
9.778594092525982e-11,9.335642701690551e-23
6.711061542052436e-11,9.83948588339096e-24
3.3076126504468204e-11,8.878720868577433e-24
9.606008132568342e-11,2.4934548606902353e-10
2.0595773924997513e-11,2.575999036877205e-24
8.154805016926232e-11,9.386101236591301e-24
3.074423201869183e-11,1.1922793508212217e-22
4.645084255560976e-11,1.2552948277333244e-23
3.516256176606155e-11,9.25312962007783e-24
3.552727764746698e-11,1.633258231542477e-22
4.53950242580266e-11,1.406999721583632e-23
3.892673403924994e-11,1.2451186837713826e-23
8.898759080428795e-11,7.283563513462119e-25
1.9471969003648485e-11,1.2517865114040514e-23
2.4671373199271217e-11,2.575457221404157e-24
5.55843795426982e-11,7.147593848882069e-24
8.138906938931933e-11,8.934329932438858e-24
5.803281105651366e-11,1.202359587223492e-10
5.5606918463213027e-11,3.821168209140255e-10
8.695056961928612e-11,1.2351616076139285e-23
6.012714287378812e-11,8.799468807978424e-23
8.63339565234515e-11,2.577817686147997e-24
5.351821067196062e-11,9.413774373185553e-24
1.5248320568635485e-11,1.263891170215947e-23
5.866699808321321e-11,9.907169741149836e-24
2.1867518921175866e-11,1.8304787689997484e-22
4.5084945723012465e-11,2.1980348905338387e-24
1.3371404632689906e-11,8.901504890938985e-24
8.847392112203215e-11,1.805542730653459e-10
1.850100080650474e-11,2.9033222590897637e-25
3.868022256938727e-11,8.675916001317836e-24
3.8035133962434886e-11,1.2502018200274914e-23
5.614382617908812e-11,1.3754941290751365e-23
3.715064945249154e-11,1.1685085948705643e-22
1.9351281272159204e-11,2.266031769722571e-10
4.930338916002492e-11,1.6089948007724627e-22
4.126261198243812e-11,1.251341508672638e-23
6.053296590735593e-11,1.598242446287295e-22
5.668668235997549e-11,1.1327716266971573e-23
2.8851399402701678e-11,1.243119245948366e-23
4.44117679834597e-11,1.0035326155957237e-23
6.97658573136704e-11,2.5923519785394304e-24
3.5439012182094914e-11,9.991839999722785e-24
2.608944226354678e-11,2.18242495936561e-24
5.079532482939666e-11,1.9451465106352978e-10
6.965144499146052e-11,5.514408610912698e-24
1.8068606466876317e-11,1.3520281884849268e-22
7.826652269135157e-11,1.6085046897004249e-22
9.280808419980865e-11,6.73972464602052e-24
2.941258674391986e-11,8.213855921016119e-23
2.3183155206191683e-11,2.3781237406989075e-24
3.984170091566953e-11,2.04897312695003e-10
6.730193887945649e-11,1.6743413587542272e-10
7.405040508188172e-11,7.942552684734734e-24
2.2252674874836093e-11,1.3762909967620417e-23
7.551530145826485e-11,2.0878164686369815e-22
2.4860745065780377e-11,1.2589445687449104e-23
3.4040672816090576e-11,1.2308618247805622e-23
9.574866358369656e-11,1.1318036071640168e-23
5.607840669265629e-11,1.2961766286826284e-10
3.8412198916096326e-11,8.440835606956541e-24
9.367624667090116e-11,2.5755742337881204e-24
8.722347170179733e-11,1.2519277633474284e-23
4.8779430069457864e-11,1.4173257274469692e-22
1.9531129392968766e-11,1.3215717232906784e-22
9.076951608196872e-11,1.1360593385818449e-22
3.2282773540976614e-11,2.0351532903424994e-23
2.6266250141362262e-11,9.645819868947656e-24
6.837096253199161e-11,9.187925065233836e-24
1.5694137541960582e-11,2.2033317263328063e-24
9.419783016569364e-11,1.6822680496211578e-22
7.668567815908316e-11,1.2923245072515004e-10
5.7096881509564484e-11,1.6096863005346403e-22
7.929858300534583e-11,1.2595668026630167e-23
8.6483660340816e-11,1.2489987243804875e-23
7.991380939598861e-11,1.0376415635093564e-23
8.349668716625188e-11,2.3196452260183088e-24
4.4290760584020314e-11,1.545816922719569e-22
3.3717880086652796e-11,2.0000092175213884e-25
6.889567476097258e-11,2.495898474875384e-22
8.848329559175257e-11,2.277902321657073e-10
7.046699898258464e-11,1.2530551018043452e-23
3.1670151904389705e-11,9.088767135621564e-23
3.850403508159865e-11,2.5341871470313286e-22
2.8893868755003663e-11,7.815450845912134e-23
8.99651628998859e-11,7.856791161489308e-24
9.457325153804424e-11,6.780808138345132e-24
6.30526187381131e-11,4.6485543206523616e-24
1.7557635183706788e-11,2.28754410505498e-10
4.6521086320392e-11,1.1329298710446017e-23
2.3640332717770693e-11,1.2627381972655372e-23
3.559327791575441e-11,1.0292194120921131e-23
4.692816683922876e-11,1.9358454521885203e-23
2.194263814031093e-11,8.07514234937936e-23
1.5736942222931574e-11,1.5613585050939137e-22
4.113519256336576e-11,1.2505254919099163e-23
1.8887202859217472e-11,1.639437537255432e-22
5.487427579431042e-11,1.6184356735782224e-22
1.7093100749317063e-11,2.4974985378434995e-10
2.1350708079657662e-11,2.577524326592552e-24
8.444110954774611e-11,2.7025006945414366e-22
1.2458508369497243e-11,1.5968707755912386e-22
8.354551244688906e-11,1.6707784437174622e-22
8.568088109685685e-11,1.2514267626056e-23
2.5869819219026378e-11,6.808154406593704e-24
4.729542431225873e-11,9.767019035738258e-24
5.867885749220232e-11,8.218356532993246e-24
7.932195853108092e-11,9.750726288729859e-24
6.63199942963184e-11,1.613740516422094e-22
6.029765585783525e-11,2.3088020351617285e-24
5.764542802680564e-11,9.109333609138044e-24
1.7168600423883988e-11,8.300798854543507e-23
9.24971423286879e-11,1.2532081565007462e-23
3.490361889974996e-11,1.2481044964747548e-23
3.9812875533951976e-11,1.1137184561974703e-22
4.0312047941590716e-11,1.2442109050850987e-22
8.881525828997026e-11,1.315891942217898e-23
4.08248095096463e-11,1.0235192741063668e-23
2.80541394573838e-11,1.4662499233563541e-22
6.505370140606112e-11,1.9984059178454293e-10
9.742625864784363e-11,3.728460710054351e-24
1.908859580858486e-11,1.2534213006640956e-23
7.153936965265934e-11,1.6114892872194049e-22
3.6842298587682694e-11,1.0099368671244671e-22
3.0631994261954364e-11,8.909380483738703e-24
6.878206836815338e-11,1.338171527134335e-23
2.4650942436866297e-11,9.367112473807448e-24
4.6428737679494606e-11,1.2504979314287642e-23
6.376900321958816e-11,1.71373155542674e-22
5.985635079717553e-11,1.216165753947069e-23
9.570971834404736e-11,1.6327128274509347e-22
1.82237888822484e-11,2.13451379052077e-24
7.500804299198503e-11,1.6229079489927107e-22
8.42759525988796e-11,1.5122968173325593e-20
2.2497575234717875e-11,2.2348288141188067e-25
5.129393721772203e-11,1.667229203196341e-22
4.07398709322162e-11,1.0708475263419923e-23
2.8059758496055516e-11,8.129212005273829e-24
1.2449219025658297e-11,1.2451681393444702e-23
7.014886727156913e-11,1.325898012800006e-22
3.025676594767845e-11,1.7758537481407324e-22
4.715662793442866e-11,1.1016493047690534e-23
3.227616991044983e-11,1.2489332881523852e-23
1.7985950015490688e-11,1.6087321527503694e-24
7.763228626208204e-11,7.899295632372268e-23
7.491012929084417e-11,1.0130822840775499e-23
1.2069837033299176e-11,1.2497378905517545e-23
6.082706369349113e-11,2.0738257627827966e-10
5.885159110831756e-11,2.5725992614751745e-24
9.91100498348692e-11,1.6101017564445535e-22
6.75837669998251e-11,2.5807977280446963e-23
5.1722638768814737e-11,2.1046409940663077e-24
4.9911555691636346e-11,1.1366460406076656e-23
7.3587492562009e-11,1.2508024954159698e-23
5.148843191907611e-11,1.562700581994263e-22
8.796922500338572e-11,2.268267010861447e-24
9.060700119728557e-11,1.2256304014915664e-22
2.7931579104930673e-11,1.4024507286079946e-22
2.8729047496613868e-11,1.2984559988347007e-22
1.826625589302977e-11,2.0000145376784083e-25
4.648674726708957e-11,2.264745361603303e-24
3.812883477711584e-11,1.770070426553386e-23
2.957816671342956e-11,9.62052651023125e-24
9.069206003506156e-11,2.0000132224069547e-25
1.3849323107647352e-11,1.614357646437081e-22
8.851491608127808e-11,1.2461840857390075e-23
5.5945514278845964e-11,2.0098209237306684e-23
5.6690464556111506e-11,5.065571351516299e-24
6.452128743705543e-11,1.3874092852837035e-24
2.588551991397598e-11,2.0904936660515608e-24
8.087520291170191e-11,2.2407113604589004e-24
7.662301819039455e-11,1.3463480150030944e-10
7.937929123795437e-11,1.2444807399258938e-22
7.37554968345414e-11,1.6729583251334669e-22
6.89678592476996e-11,1.048552810310845e-23
2.4337744446794448e-11,2.22097781793625e-24
4.7900511461258704e-11,2.756590756645827e-24
4.136200791184019e-11,1.0254701347181232e-23
4.2471767433708976e-11,3.484762024882011e-24
4.204961775175128e-11,8.099278204224793e-24
5.351847529196479e-11,1.8150468391969357e-10
5.8016391544387796e-11,7.219481630238865e-24
4.635526333187709e-11,2.663006058720651e-23
3.056188756836859e-11,2.5801581510887692e-24
4.975067710696732e-11,1.6604330806559412e-22
9.269758682434048e-11,2.077090701368745e-23
4.252280825191378e-11,1.1980020791614384e-23
7.907281858383156e-11,2.3514358495799126e-24
7.149990010113289e-11,1.0044417450535094e-22
3.233704526863237e-11,2.3031029859362177e-24
5.947941318036079e-11,3.063725546871316e-10
1.0723722500116264e-11,1.638073480153419e-22
5.1473297049255065e-11,3.4015699287152906e-24
5.713192277276522e-11,9.778029981377798e-24
9.436080211474539e-11,1.170034238489291e-22
8.874217680170924e-11,1.4898361498136872e-22
4.5737288777832704e-11,6.350244828333239e-23
7.967635688823486e-11,2.9603286377271553e-22
7.610207728424475e-11,6.339612084420052e-24
6.523521337931946e-11,1.2735555066634222e-22
1.2388865708125392e-11,2.379252919538135e-10
8.256723166755319e-11,1.0545290060118987e-23
4.533276747902654e-11,1.6486579227648032e-23
6.014312571158742e-11,1.251427608040186e-23
5.5330076248088975e-11,1.492295049292184e-22
2.8870869010705556e-11,1.2469184698315367e-23
4.025733925160699e-11,1.4782832662794414e-22
5.410243704504936e-11,8.9585907430118e-24
8.006589984960068e-11,1.7773794446582424e-24
4.294921812592202e-11,1.607621939162092e-22
2.390778176791047e-11,2.115506136506379e-22
9.682310050454741e-11,1.6620270387651578e-22
9.070000170205025e-11,1.5139554067016414e-22
4.615954996907122e-11,1.1242898682013033e-23
4.123750709977435e-11,1.4279757328075547e-22
1.2893062099581883e-11,9.284958868534129e-24
9.490800418774811e-11,1.2496396482328906e-23
1.2018992479000084e-11,1.4447727505392242e-10
5.855601628692982e-11,9.449262885925286e-24
8.04298257204489e-11,1.041810695098626e-23
2.0594567533133867e-11,8.219727766253392e-24
7.22515031166951e-11,5.3839043106738315e-24
2.8403398530247882e-11,2.1756930954387114e-10
4.6171763002194456e-11,1.1865847233999472e-22
7.085415312203302e-11,2.1664479027129787e-10
7.097514969592251e-11,7.693248861947021e-23
2.1014142169162203e-11,2.4062262919998014e-24
3.8143301027625386e-11,1.6062319295891536e-22
4.865012894282956e-11,1.618389275260994e-22
2.733849806860256e-11,1.0306918147637652e-23
9.649151754395144e-11,1.7224309820572157e-22
9.352319589296663e-11,8.120161004245853e-23
8.426962495017543e-11,2.467801356114883e-24
7.196696889884907e-11,7.344675575407831e-24
5.291061535769116e-11,4.374190245512198e-24
8.465426937990967e-11,1.2619084220395476e-10
3.407927038038707e-11,8.782163470899516e-24
1.5179920659481846e-11,5.02852718082729e-25
2.6146128942802228e-11,1.2503845153429257e-23
2.357911727246142e-11,8.376282081654543e-24
4.619349828761923e-11,8.497226234125969e-24
9.091142626574332e-11,2.1626985947917957e-22
8.736869455894892e-11,1.1779857803865811e-22
8.508844284905462e-11,1.6335224285339745e-22
9.286069184367924e-11,2.5783670075094382e-24
2.5670344618310915e-11,1.09675563272281e-23
6.719406010900555e-11,8.2337937355703e-24
5.178349262160022e-11,2.814523414026211e-10
8.279932176931772e-11,3.344484872211685e-10
3.3756857217542384e-11,2.739634667617843e-23
8.511022889265689e-11,1.3080131400053063e-22
4.160569806372222e-11,2.673058232807738e-24
9.167840348241364e-11,1.123582049570497e-22
7.904072256234024e-11,2.0699323599504012e-24
2.561278642912871e-10,1.889114097371419e-10
9.556038364025525e-10,5.732327994897573e-10
4.166126472991072e-10,1.0486295637586627e-23
1.6160804999971702e-10,4.447406240093405e-10
6.030449950609341e-10,1.993225425419695e-10
2.535562445056261e-10,2.1137180345120172e-10
7.075192760736597e-10,1.0001000719286426e-10
5.278928460044677e-10,1.6871770117579416e-22
9.314061477512495e-10,5.790402332928097e-10
5.747184027651495e-10,3.4746387344135267e-10
3.693614204888382e-10,3.581017752574147e-10
7.21045814718263e-10,2.5782402984407565e-24
2.994487296177635e-10,1.8186528527318155e-23
3.544023956544767e-10,2.5816827331326987e-24
8.350469229674707e-10,5.147359663314536e-10
6.788518904359361e-10,9.804501904759686e-24
3.2267196294069044e-10,2.0026033143619282e-10
2.505284398043265e-10,2.1089075699633325e-23
2.0632978069821943e-10,1.6584731682062012e-22
1.1305893860033097e-10,2.420132880817748e-10
9.55945912722872e-10,2.6469052285896986e-10
2.651727260547271e-10,4.484309535561092e-10
8.802257766455979e-10,1.2557450478872017e-23
7.299261039361776e-10,2.630536457857115e-10
1.212901488899153e-10,1.7475879854550647e-22
3.3084022777449197e-10,4.998737344619772e-10
8.775120153379418e-10,9.484159931400158e-24
9.198755539123102e-10,2.869031592496878e-10
1.8796961037574053e-10,8.737266070284716e-23
3.198366540758113e-10,3.3746728925345233e-10
4.108908956541912e-10,2.0082323589415456e-10
9.718795932433202e-10,1.4474921959466987e-10
7.929669859406841e-10,3.861748732177641e-10
4.337024306613366e-10,2.664890285948834e-10
2.281978783718115e-10,1.2489492910066429e-23
8.334977101889704e-10,5.793727658481009e-10
6.062305386177177e-10,2.7429153414800185e-10
2.619083573494467e-10,2.521440808802457e-10
8.674999642691961e-10,7.006218606560151e-10
5.857581688027407e-10,4.067128229838052e-10
3.068104187505578e-10,9.897029042028195e-24
6.306646341901704e-10,2.069750780322678e-10
2.375915241321341e-10,1.14641315120612e-23
3.8722989004921527e-10,2.0379038683197098e-10
2.0376084016654154e-10,1.0779347817855521e-10
8.559975001385022e-10,1.4173766024753516e-22
6.097842585866429e-10,1.6113980967835772e-22
2.8157222451319483e-10,1.2476325581009773e-23
6.799948243565528e-10,2.5816456284100223e-10
2.6441191587682057e-10,1.705071433542081e-22
9.528276770656296e-10,6.159538055950243e-10
2.8943237907409523e-10,2.456209762208747e-24
2.007444708259117e-10,1.070100757677061e-22
3.486130614413975e-10,1.442165353656413e-10
6.833867765578248e-10,5.667205149703667e-10
9.705989001144336e-10,5.012517097579909e-10
6.699514991983179e-10,4.081632737837482e-10
5.531104859999001e-10,4.5672526816107995e-10
8.269732249756242e-10,3.671738919256072e-10
6.875333369893809e-10,1.598872345006936e-22
4.33229069068209e-10,2.769698428303571e-10
8.94552417890388e-10,3.267978291830353e-10
2.655760854094865e-10,2.0000114455876943e-25
7.294099204323573e-10,3.72369718497802e-10
6.65997190729058e-10,3.45901695863501e-10
6.898564854253855e-10,3.84577624181392e-10
4.730226388414394e-10,3.1167229674494495e-10
7.718762510205263e-10,3.345041839888348e-10
8.680794409471515e-10,3.3283420393986604e-10
6.187205657681242e-10,7.623759479725405e-23
8.841166673729244e-10,1.5990107795963138e-22
2.373084301967771e-10,3.1305243421734393e-23
1.544893982535607e-10,2.1652094335372435e-10
6.922148036109028e-10,2.9002364696733747e-10
5.821632922305765e-10,2.8022956899818504e-10
1.3730293337697328e-10,2.2701506818438668e-10
7.183699631477569e-10,3.807338904585481e-10
4.52392115963221e-10,4.6269472374755636e-10
8.688371965279737e-10,3.8365752932617237e-10
9.464699518034232e-10,2.772387836392858e-10
7.087275823386751e-10,2.2939795595058127e-24
6.611073156781315e-10,9.051827981536115e-24
4.820790884995067e-10,2.4764729825798067e-10
6.752060064821224e-10,1.8484289363364166e-10
3.2340268787929045e-10,1.6188787741644125e-22
6.075508618688164e-10,1.2454450500586397e-23
2.9085215370636285e-10,1.865848133961849e-10
7.79222639395279e-10,1.6572758260857634e-10
9.324080936069435e-10,3.286500277333761e-10
1.432110218420364e-10,1.8615031798838958e-10
7.767620437572787e-10,8.016882056139271e-24
7.695188922533498e-10,6.049596292612953e-10
3.648208836822892e-10,1.0540679313182851e-23
5.767758864954668e-10,1.2553795758867906e-23
6.441586394258246e-10,3.269309687471541e-10
5.682570529765884e-10,2.922269140098864e-10
7.924225615307258e-10,3.4855427921655247e-10
5.21877377820844e-10,6.541641265352104e-10
6.303973831527376e-10,1.9525492058663256e-10
7.1970785276711e-10,3.631653111160762e-22
5.649079881486085e-10,1.5692389156621192e-10
8.300858181505298e-10,2.411094224734821e-10
1.6432928622365237e-10,1.8551192868817807e-10
4.960761438564975e-10,2.4950124548048645e-10
4.007137502903554e-10,1.6935861962247475e-22
7.126731364195432e-10,3.012955507172162e-10
3.5680089281785836e-10,1.246480022188728e-23
7.986483656297187e-10,5.752074423650698e-10
6.44666039957734e-10,2.7052619311050126e-10
4.763252037437165e-10,1.377505338897383e-10
6.604860841621121e-10,1.3251178249033155e-10
4.5193021534902776e-10,2.657113275062764e-10
3.3376205578495997e-10,1.3995985938207236e-23
5.569642056168163e-10,1.9727761208380372e-10
9.928467656391409e-10,7.471041367935965e-10
1.7017284220986034e-10,1.7404923590477865e-10
7.51066650079947e-10,3.902989682355052e-10
6.261001403335202e-10,4.0945723621499084e-10
5.805994130442872e-10,2.1781659597576637e-23
9.337434132320803e-10,5.307854858781403e-10
2.45411327306254e-10,1.2450077237985925e-23
3.199483324348316e-10,1.2370111456652378e-23
4.3043464874238594e-10,1.3446279514230297e-10
6.140945072387609e-10,3.561249434704498e-10
7.329397356437337e-10,1.9932186745212593e-10
2.996136322884686e-10,2.1985269551095118e-10
3.071458915928635e-10,3.948114188618703e-22
2.658906889862005e-10,7.645252366896681e-23
8.030107884036444e-10,4.772130184524433e-10
7.90076820451233e-10,4.76871178292201e-10
3.8198874777109934e-10,1.604747934107413e-10
1.5964854306177142e-10,1.2477945637787695e-23
3.120453024530507e-10,2.5265262249223655e-10
2.470943997803105e-10,2.5923578654645124e-10
9.032531055973788e-10,1.0574803143400687e-09
1.090202013255171e-10,1.3785503411984674e-23
5.578026467876618e-10,1.9766913357529244e-10
7.157269318855074e-10,4.6544174543852196e-10
1.2428981801381095e-10,2.0779220515211576e-10
3.054183336088223e-10,1.1351395269818303e-10
7.458568415217179e-10,4.317323239818002e-10
8.56849200799285e-10,1.800291538661228e-22
6.502295831329165e-10,2.953977653035735e-10
6.736623615420773e-10,3.8314131285230303e-10
9.08487004639525e-10,1.437610710436769e-10
3.1724372778385457e-10,9.16299031689916e-24
6.991680540004563e-10,1.942309972951529e-10
9.44071360819213e-10,6.477707092911319e-10
9.391373359850494e-10,2.4321999330258795e-10
1.1827110386258352e-10,1.0782950968944681e-23
4.750984583258671e-10,2.6899794042279856e-10
8.72282816843794e-10,3.2159509377962443e-10
6.341616798834232e-10,5.387202654922092e-10
5.432200886710665e-10,2.9515937933314686e-10
4.6536023266390045e-10,1.0537869396352129e-23
3.0159204803986425e-10,2.2365408651203435e-24
8.5246361607742e-10,9.945304785983296e-10
9.922113297017066e-10,7.558583069911528e-10
3.449733568316673e-10,4.1186171676234066e-10
1.8589571305952262e-10,1.9603984610152606e-10
7.722421944279358e-10,1.758866732163143e-10
5.5184006143396e-10,6.371455698511665e-10
2.214134618307706e-10,2.42894472808148e-10
8.374885306041264e-10,2.5743283265191814e-10
5.49648022079829e-10,8.146209804841496e-23
4.5545110440582415e-10,5.264550882554812e-10
3.445298132130257e-10,1.5983376777770442e-10
2.9524003217463476e-10,3.401940874235942e-10
8.523034076940805e-10,2.0907414726778078e-10
2.4549595829993997e-10,2.000012661663906e-25
3.098649415988045e-10,3.039970246702521e-10
5.340695862779156e-10,3.78369912429571e-10
4.878616321259143e-10,5.01504454432806e-10
7.748847886103027e-10,6.834174042296678e-24
1.254190885932473e-10,1.2506088213592214e-23
4.6433663861242225e-10,2.2233222607322705e-24
9.283618015782936e-10,2.4009614182584905e-10
9.764701310021723e-10,6.228586960019516e-10
6.745585314680092e-10,8.288435399227924e-10
8.358430261789133e-10,5.357629100299245e-10
9.753199779957867e-10,4.1919861364618724e-10
1.0401356299062253e-10,9.95462441276837e-24
8.813897302318628e-10,7.881753176668554e-10
4.783180201529789e-10,2.752926494699593e-10
1.9857102372135657e-10,1.2303220960180555e-23
8.464313186686053e-10,5.583484997192959e-10
6.413726366840061e-10,5.727380511093449e-10
6.505460074659438e-10,1.2521460894085852e-23
1.2499966969168043e-10,2.3236901629996213e-10
6.86900026539308e-10,4.825094054273185e-10
